loan_id,loan_amount,funded_amount,interest_rate,annual_income,loan_status,grade,purpose,term,emp_length,dti,issue_date
LN2193,49508,32601,10.47,38077,Fully Paid,D,Home Improvement,36,5-10 years,39.69,2018-12-11
LN2194,36941,3410,18.05,84874,Fully Paid,A,Debt Consolidation,60,1-3 years,27.92,2018-12-12
LN2195,30165,2820,8.88,189299,Fully Paid,B,Medical,36,3-5 years,38.23,2018-12-13
LN2196,2667,36289,21.67,166009,Fully Paid,C,Home Improvement,60,3-5 years,14.0,2018-12-13
LN2197,27213,39650,20.13,29754,Fully Paid,C,Medical,60,< 1 year,25.1,2018-12-14
LN2198,5114,35635,7.18,45688,Fully Paid,F,Home Improvement,60,5-10 years,20.47,2018-12-15
LN2199,37321,8465,5.91,27048,Fully Paid,E,Home Improvement,36,1-3 years,19.28,2018-12-15
LN2200,8761,33439,20.51,42568,Current,G,Debt Consolidation,36,5-10 years,25.29,2018-12-16
LN2201,32116,28314,12.36,117583,Fully Paid,C,Vacation,60,5-10 years,12.41,2018-12-17
LN2202,34768,45229,7.16,168617,Fully Paid,B,Education,60,5-10 years,25.62,2018-12-17
LN2203,49406,20583,23.99,114449,Fully Paid,C,Home Improvement,36,1-3 years,26.91,2018-12-18
LN2204,26426,28155,12.85,65217,Fully Paid,G,Debt Consolidation,36,5-10 years,33.44,2018-12-19
LN2205,18772,39871,16.49,199194,Fully Paid,G,Medical,60,3-5 years,29.22,2018-12-19
LN2206,39218,13197,10.92,184818,Current,D,Vacation,60,< 1 year,12.79,2018-12-20
LN2207,4712,30511,20.68,159781,Fully Paid,A,Home Improvement,60,10+ years,18.03,2018-12-21
LN2208,2367,16424,12.54,147873,Fully Paid,A,Medical,36,5-10 years,4.82,2018-12-21
LN2209,41957,49821,29.2,45358,Fully Paid,B,Home Improvement,60,3-5 years,10.29,2018-12-22
LN2210,42781,1240,22.57,134064,Fully Paid,E,Education,36,3-5 years,20.84,2018-12-23
LN2211,27200,5631,8.42,31023,Fully Paid,G,Education,60,< 1 year,4.03,2018-12-23
LN2212,4726,10599,15.42,115387,Charged Off,A,Vacation,36,< 1 year,22.82,2018-12-24
LN2213,24616,45462,14.64,179828,Fully Paid,C,Medical,60,10+ years,15.61,2018-12-25
LN2214,28723,25658,18.36,106728,Fully Paid,G,Education,36,10+ years,1.39,2018-12-25
LN2215,38574,38845,26.05,198331,Charged Off,D,Debt Consolidation,36,10+ years,17.38,2018-12-26
LN2216,35958,33574,19.59,169911,Fully Paid,E,Vacation,36,1-3 years,11.25,2018-12-26
LN2217,10108,37536,6.54,47410,Fully Paid,E,Home Improvement,36,1-3 years,2.68,2018-12-27
LN2218,13178,42910,21.39,125696,Current,E,Medical,36,3-5 years,11.73,2018-12-28
LN2219,36643,8995,5.21,31447,Fully Paid,A,Medical,36,< 1 year,11.76,2018-12-28
LN2220,32324,26186,24.5,137954,Charged Off,F,Debt Consolidation,60,5-10 years,14.2,2018-12-29
LN2221,39360,30245,21.67,106569,Fully Paid,E,Education,60,< 1 year,14.66,2018-12-30
LN2222,18824,23813,12.72,115894,Fully Paid,B,Medical,60,1-3 years,17.19,2018-12-30
LN2223,46360,14276,12.31,33907,Fully Paid,C,Debt Consolidation,36,3-5 years,3.68,2018-12-31
LN2224,9927,20989,24.96,41637,Fully Paid,F,Debt Consolidation,36,5-10 years,0.21,2019-01-01
LN2225,29144,13746,24.58,189268,Fully Paid,D,Home Improvement,60,10+ years,29.44,2019-01-01
LN2226,32010,45243,13.81,173441,Fully Paid,C,Debt Consolidation,36,10+ years,13.49,2019-01-02
LN2227,23443,19557,12.47,153661,Charged Off,B,Vacation,36,1-3 years,24.54,2019-01-03
LN2228,15437,29060,19.0,43560,Charged Off,B,Medical,60,3-5 years,12.28,2019-01-03
LN2229,45298,7568,5.21,23034,Fully Paid,G,Vacation,60,< 1 year,39.37,2019-01-04
LN2230,40778,36369,7.07,151241,Fully Paid,F,Debt Consolidation,60,1-3 years,12.62,2019-01-05
LN2231,12207,20041,8.15,112449,Charged Off,C,Debt Consolidation,60,< 1 year,24.2,2019-01-05
LN2232,26537,7080,9.64,23239,Charged Off,A,Vacation,60,5-10 years,8.8,2019-01-06
LN2233,36757,14854,17.8,23415,Fully Paid,G,Home Improvement,60,< 1 year,20.71,2019-01-07
LN2234,13040,3159,29.81,96944,Charged Off,B,Debt Consolidation,60,5-10 years,23.17,2019-01-07
LN2235,42986,28025,21.32,154556,Fully Paid,E,Vacation,36,3-5 years,7.31,2019-01-08
LN2236,23612,42081,6.53,73987,Fully Paid,D,Vacation,36,1-3 years,4.95,2019-01-09
LN2237,29441,5368,18.14,38225,Fully Paid,D,Medical,36,< 1 year,38.94,2019-01-09
LN2238,7471,35085,17.42,100459,Charged Off,B,Home Improvement,36,3-5 years,35.73,2019-01-10
LN2239,36631,28094,8.6,40936,Current,E,Education,60,3-5 years,26.4,2019-01-11
LN2240,44461,47040,28.01,59612,Current,C,Vacation,36,< 1 year,34.44,2019-01-11
LN2241,27523,2230,16.02,115533,Fully Paid,D,Medical,36,10+ years,3.82,2019-01-12
LN2242,32348,18517,29.86,140877,Current,E,Education,36,10+ years,29.18,2019-01-13
LN2243,2177,24991,15.5,122269,Fully Paid,E,Medical,36,5-10 years,11.42,2019-01-13
LN2244,5760,2301,20.2,59952,Fully Paid,A,Medical,60,3-5 years,21.58,2019-01-14
LN2245,33779,29610,7.62,78945,Fully Paid,B,Home Improvement,36,1-3 years,30.59,2019-01-15
LN2246,22636,16927,16.36,25380,Fully Paid,E,Debt Consolidation,60,1-3 years,1.34,2019-01-15
LN2247,17353,35678,10.97,100821,Charged Off,G,Home Improvement,60,3-5 years,27.79,2019-01-16
LN2248,12556,25466,25.89,178332,Fully Paid,C,Education,36,10+ years,17.39,2019-01-17
LN2249,28598,15904,24.6,183951,Current,D,Home Improvement,60,3-5 years,17.59,2019-01-17
LN2250,12563,41875,25.6,167215,Fully Paid,G,Debt Consolidation,36,5-10 years,36.29,2019-01-18
LN2251,47819,27081,23.09,69744,Fully Paid,A,Home Improvement,60,3-5 years,34.39,2019-01-18
LN2252,44790,25354,25.82,182650,Current,C,Home Improvement,60,< 1 year,2.3,2019-01-19
LN2253,9234,28761,10.02,100262,Fully Paid,D,Home Improvement,60,10+ years,24.73,2019-01-20
LN2254,26519,19300,16.3,77331,Charged Off,B,Vacation,36,< 1 year,17.43,2019-01-20
LN2255,27966,30491,22.3,112551,Charged Off,C,Vacation,36,< 1 year,4.71,2019-01-21
LN2256,17173,36525,20.93,83815,Fully Paid,D,Home Improvement,36,3-5 years,34.04,2019-01-22
LN2257,27987,27532,22.91,91519,Charged Off,A,Debt Consolidation,36,3-5 years,2.86,2019-01-22
LN2258,14178,7464,10.61,170250,Fully Paid,G,Debt Consolidation,60,1-3 years,1.28,2019-01-23
LN2259,40338,17562,7.46,112526,Charged Off,D,Debt Consolidation,36,< 1 year,7.9,2019-01-24
LN2260,25596,42856,27.92,129365,Fully Paid,E,Debt Consolidation,60,3-5 years,12.14,2019-01-24
LN2261,34174,48892,19.0,56366,Fully Paid,A,Medical,60,1-3 years,2.44,2019-01-25
LN2262,42974,48028,8.85,119830,Fully Paid,C,Home Improvement,60,< 1 year,25.65,2019-01-26
LN2263,5431,43511,24.84,61911,Fully Paid,F,Home Improvement,60,1-3 years,17.49,2019-01-26
LN2264,28764,9683,27.87,103422,Charged Off,B,Medical,60,10+ years,16.49,2019-01-27
LN2265,22627,33634,9.24,73619,Current,G,Debt Consolidation,60,5-10 years,5.81,2019-01-28
LN2266,40310,1060,25.44,195368,Charged Off,A,Education,60,< 1 year,17.51,2019-01-28
LN2267,9906,10269,28.33,42791,Fully Paid,G,Education,60,3-5 years,15.61,2019-01-29
LN2268,37914,24065,28.46,28301,Current,A,Medical,60,10+ years,15.35,2019-01-30
LN2269,45814,3895,27.85,146866,Fully Paid,A,Education,60,1-3 years,8.74,2019-01-30
LN2270,46379,16323,18.66,123623,Fully Paid,D,Vacation,60,5-10 years,3.78,2019-01-31
LN2271,14076,13352,13.91,132824,Fully Paid,E,Home Improvement,36,< 1 year,10.43,2019-02-01
LN2272,38650,45643,5.18,186851,Fully Paid,F,Education,60,5-10 years,26.69,2019-02-01
LN2273,47881,39591,6.52,56894,Charged Off,B,Vacation,36,10+ years,2.92,2019-02-02
LN2274,47413,31890,15.72,99618,Fully Paid,G,Home Improvement,36,5-10 years,15.29,2019-02-03
LN2275,7012,33016,14.98,90994,Fully Paid,B,Vacation,60,< 1 year,20.58,2019-02-03
LN2276,8151,12962,9.62,61770,Charged Off,E,Home Improvement,60,10+ years,38.53,2019-02-04
LN2277,29211,34302,14.89,42300,Current,D,Home Improvement,60,1-3 years,33.75,2019-02-05
LN2278,28117,20846,9.37,138025,Charged Off,D,Education,60,< 1 year,36.66,2019-02-05
LN2279,37378,5011,26.22,180557,Fully Paid,E,Medical,36,5-10 years,32.8,2019-02-06
LN2280,43652,20782,12.45,140605,Charged Off,G,Education,36,< 1 year,23.56,2019-02-07
LN2281,7894,3155,19.96,60285,Fully Paid,E,Debt Consolidation,60,10+ years,34.43,2019-02-07
LN2282,14467,40725,17.57,137713,Fully Paid,C,Vacation,36,5-10 years,22.61,2019-02-08
LN2283,32010,10196,6.3,183543,Current,D,Debt Consolidation,60,1-3 years,14.31,2019-02-09
LN2284,43641,44459,28.56,68671,Current,G,Home Improvement,60,3-5 years,14.89,2019-02-09
LN2285,13289,22709,18.18,138216,Charged Off,A,Education,60,1-3 years,22.62,2019-02-10
LN2286,45976,14327,13.13,40270,Fully Paid,B,Debt Consolidation,36,< 1 year,32.38,2019-02-11
LN2287,44596,36474,8.95,139870,Charged Off,D,Debt Consolidation,36,3-5 years,5.35,2019-02-11
LN2288,24171,33769,13.46,147897,Current,E,Debt Consolidation,36,10+ years,1.57,2019-02-12
LN2289,35905,42993,5.51,164770,Fully Paid,A,Home Improvement,60,5-10 years,31.58,2019-02-12
LN2290,21829,25700,14.09,92265,Fully Paid,C,Home Improvement,36,5-10 years,25.9,2019-02-13
LN2291,35054,15820,18.29,190801,Charged Off,F,Home Improvement,60,10+ years,32.85,2019-02-14
LN2292,49478,11891,26.8,31171,Fully Paid,C,Debt Consolidation,60,< 1 year,39.07,2019-02-14
LN2293,45139,35629,22.18,80684,Current,A,Vacation,36,1-3 years,10.06,2019-02-15
LN2294,49713,6269,7.79,69948,Fully Paid,G,Education,60,3-5 years,7.77,2019-02-16
LN2295,30734,44880,8.69,54725,Charged Off,G,Education,60,10+ years,13.64,2019-02-16
LN2296,8052,49467,15.7,39450,Charged Off,A,Home Improvement,60,< 1 year,35.12,2019-02-17
LN2297,4654,9320,9.89,164372,Fully Paid,G,Debt Consolidation,60,< 1 year,0.56,2019-02-18
LN2298,24486,11740,5.7,145900,Charged Off,E,Vacation,36,3-5 years,0.42,2019-02-18
LN2299,19743,36897,25.13,104600,Fully Paid,G,Medical,60,10+ years,8.67,2019-02-19
LN2300,49368,31930,5.49,155513,Fully Paid,F,Home Improvement,60,1-3 years,15.04,2019-02-20
LN2301,25489,18285,25.77,131315,Fully Paid,E,Medical,60,1-3 years,12.09,2019-02-20
LN2302,9636,15380,8.6,170404,Fully Paid,B,Education,36,10+ years,33.0,2019-02-21
LN2303,7441,12360,29.37,40115,Charged Off,G,Education,60,5-10 years,27.59,2019-02-22
LN2304,25611,6398,20.1,119405,Current,F,Vacation,60,1-3 years,33.51,2019-02-22
LN2305,43435,6529,23.37,107404,Fully Paid,F,Vacation,36,5-10 years,15.35,2019-02-23
LN2306,13149,30062,7.76,193069,Fully Paid,B,Medical,60,10+ years,23.83,2019-02-24
LN2307,35566,37686,26.55,164687,Fully Paid,C,Education,36,< 1 year,20.62,2019-02-24
LN2308,43368,18451,25.98,165804,Charged Off,A,Vacation,60,10+ years,18.99,2019-02-25
LN2309,22675,7937,21.32,176439,Current,C,Vacation,36,< 1 year,11.52,2019-02-26
LN2310,6495,40886,17.56,130670,Charged Off,G,Education,60,10+ years,28.37,2019-02-26
LN2311,43668,11860,23.04,62738,Charged Off,G,Education,36,5-10 years,20.96,2019-02-27
LN2312,14673,26142,5.15,152053,Fully Paid,E,Debt Consolidation,36,5-10 years,3.14,2019-02-28
LN2313,12130,26279,19.81,101666,Fully Paid,D,Vacation,60,10+ years,0.02,2019-02-28
LN2314,23668,39106,26.19,104351,Charged Off,G,Medical,60,< 1 year,0.81,2019-03-01
LN2315,16222,46240,13.92,159638,Charged Off,G,Home Improvement,36,10+ years,3.04,2019-03-02
LN2316,24669,36908,7.71,30728,Charged Off,E,Home Improvement,60,< 1 year,14.84,2019-03-02
LN2317,35068,41764,15.52,125852,Charged Off,D,Education,60,5-10 years,12.23,2019-03-03
LN2318,24253,49257,23.18,103911,Charged Off,A,Medical,36,3-5 years,6.27,2019-03-04
LN2319,10435,15201,7.68,137616,Charged Off,A,Debt Consolidation,36,1-3 years,20.62,2019-03-04
LN2320,29552,41544,10.15,56214,Current,F,Vacation,60,5-10 years,38.81,2019-03-05
LN2321,38384,38711,8.69,65588,Current,A,Debt Consolidation,60,10+ years,6.43,2019-03-06
LN2322,17393,46654,24.92,170025,Fully Paid,B,Medical,60,10+ years,10.02,2019-03-06
LN2323,11617,9997,6.57,88408,Fully Paid,B,Debt Consolidation,60,< 1 year,18.48,2019-03-07
LN2324,39520,41566,22.16,54103,Fully Paid,D,Education,36,1-3 years,25.63,2019-03-07
LN2325,10852,21175,14.16,90949,Charged Off,C,Home Improvement,36,5-10 years,24.01,2019-03-08
LN2326,32401,41860,23.89,171228,Fully Paid,F,Education,36,1-3 years,20.85,2019-03-09
LN2327,7295,4225,29.11,33423,Fully Paid,C,Vacation,36,1-3 years,29.49,2019-03-09
LN2328,36993,45578,7.86,58062,Fully Paid,D,Education,60,5-10 years,33.84,2019-03-10
LN2329,35084,48682,12.86,193877,Charged Off,B,Medical,36,< 1 year,39.96,2019-03-11
LN2330,46105,36228,25.25,21987,Fully Paid,E,Medical,36,< 1 year,18.62,2019-03-11
LN2331,40575,42505,11.65,82979,Fully Paid,G,Vacation,60,< 1 year,39.8,2019-03-12
LN2332,37451,47688,10.38,57597,Fully Paid,F,Vacation,60,3-5 years,29.22,2019-03-13
LN2333,8227,24110,25.63,103905,Charged Off,D,Home Improvement,36,1-3 years,26.29,2019-03-13
LN2334,32910,11754,29.68,178940,Fully Paid,C,Debt Consolidation,60,3-5 years,25.59,2019-03-14
LN2335,37041,27655,18.92,96970,Fully Paid,D,Home Improvement,36,< 1 year,36.43,2019-03-15
LN2336,24384,44601,11.95,83805,Charged Off,D,Education,60,5-10 years,37.92,2019-03-15
LN2337,1145,4114,14.96,139779,Fully Paid,A,Debt Consolidation,60,1-3 years,7.14,2019-03-16
LN2338,38778,27502,9.25,167708,Fully Paid,B,Vacation,36,5-10 years,19.74,2019-03-17
LN2339,17035,49128,24.05,77467,Charged Off,F,Medical,60,10+ years,37.66,2019-03-17
LN2340,4040,21028,24.34,127732,Fully Paid,A,Education,36,1-3 years,15.28,2019-03-18
LN2341,43422,18587,26.88,168079,Charged Off,B,Home Improvement,36,5-10 years,9.31,2019-03-19
LN2342,27160,43719,5.67,121460,Fully Paid,D,Vacation,36,< 1 year,4.11,2019-03-19
LN2343,18633,36333,19.05,154461,Fully Paid,B,Debt Consolidation,60,3-5 years,23.89,2019-03-20
LN2344,30344,4174,10.36,138105,Charged Off,C,Debt Consolidation,36,5-10 years,28.01,2019-03-21
LN2345,18014,36398,13.52,144535,Charged Off,F,Medical,36,10+ years,7.82,2019-03-21
LN2346,15996,36929,24.62,29458,Fully Paid,A,Vacation,36,< 1 year,26.95,2019-03-22
LN2347,42621,5321,9.8,88481,Fully Paid,F,Vacation,36,10+ years,35.98,2019-03-23
LN2348,12695,31435,20.96,94888,Charged Off,D,Education,36,3-5 years,9.74,2019-03-23
LN2349,3852,46972,21.36,96022,Charged Off,C,Education,36,10+ years,4.88,2019-03-24
LN2350,17014,8099,28.85,192472,Fully Paid,B,Debt Consolidation,60,5-10 years,33.42,2019-03-25
LN2351,28042,24760,24.38,87628,Charged Off,G,Home Improvement,36,5-10 years,36.66,2019-03-25
LN2352,34755,12360,25.09,187599,Fully Paid,B,Debt Consolidation,60,< 1 year,8.59,2019-03-26
LN2353,41390,11313,18.29,90648,Fully Paid,C,Education,60,3-5 years,28.86,2019-03-27
LN2354,24711,47270,9.67,36937,Fully Paid,G,Education,36,3-5 years,23.64,2019-03-27
LN2355,27122,21462,15.64,188744,Fully Paid,B,Education,60,1-3 years,9.57,2019-03-28
LN2356,10160,6801,18.74,21112,Fully Paid,A,Debt Consolidation,60,1-3 years,32.95,2019-03-29
LN2357,28213,15130,21.96,186617,Fully Paid,E,Vacation,36,5-10 years,18.82,2019-03-29
LN2358,40420,15271,20.19,68355,Fully Paid,B,Home Improvement,60,10+ years,28.01,2019-03-30
LN2359,8421,17075,14.85,95561,Fully Paid,D,Home Improvement,36,10+ years,12.06,2019-03-30
LN2360,22400,37919,11.63,185154,Fully Paid,B,Education,60,< 1 year,32.63,2019-03-31
LN2361,34537,42679,9.21,138181,Fully Paid,F,Medical,36,3-5 years,10.57,2019-04-01
LN2362,18727,19984,22.35,80482,Charged Off,D,Debt Consolidation,60,5-10 years,14.59,2019-04-01
LN2363,47882,23559,21.13,99098,Fully Paid,B,Vacation,36,10+ years,15.66,2019-04-02
LN2364,5358,13861,22.18,162376,Charged Off,B,Education,36,1-3 years,8.26,2019-04-03
LN2365,29482,34434,14.31,142978,Fully Paid,D,Medical,60,5-10 years,34.97,2019-04-03
LN2366,33117,17667,11.56,76625,Fully Paid,A,Education,36,< 1 year,4.54,2019-04-04
LN2367,24164,6840,23.99,195957,Fully Paid,G,Medical,36,5-10 years,22.53,2019-04-05
LN2368,32910,4565,24.34,144359,Current,G,Home Improvement,60,10+ years,32.57,2019-04-05
LN2369,33496,44194,16.39,91246,Fully Paid,E,Medical,36,< 1 year,23.24,2019-04-06
LN2370,45311,21977,20.3,32588,Fully Paid,E,Home Improvement,36,1-3 years,13.08,2019-04-07
LN2371,30371,22118,14.34,135910,Charged Off,G,Home Improvement,60,1-3 years,31.25,2019-04-07
LN2372,39467,23641,22.55,148658,Current,A,Debt Consolidation,60,10+ years,19.97,2019-04-08
LN2373,18625,8366,25.89,40967,Current,B,Medical,60,< 1 year,6.52,2019-04-09
LN2374,34893,27636,22.21,150153,Fully Paid,E,Vacation,60,1-3 years,12.67,2019-04-09
LN2375,11793,16630,17.81,44256,Fully Paid,A,Vacation,60,< 1 year,23.68,2019-04-10
LN2376,32007,21056,16.47,176124,Charged Off,A,Medical,60,5-10 years,26.35,2019-04-11
LN2377,26766,8382,21.06,148121,Fully Paid,E,Debt Consolidation,36,3-5 years,21.93,2019-04-11
LN2378,40532,17149,22.0,100732,Charged Off,G,Vacation,60,3-5 years,10.88,2019-04-12
LN2379,13323,49639,18.97,150145,Charged Off,D,Education,60,3-5 years,23.75,2019-04-13
LN2380,46799,47041,20.62,153578,Charged Off,C,Vacation,60,1-3 years,13.3,2019-04-13
LN2381,47820,1992,7.41,118120,Fully Paid,G,Debt Consolidation,36,10+ years,9.0,2019-04-14
LN2382,46408,7858,28.79,171781,Fully Paid,D,Home Improvement,36,3-5 years,37.82,2019-04-15
LN2383,8843,3121,24.77,64840,Charged Off,G,Home Improvement,36,10+ years,12.59,2019-04-15
LN2384,15210,28160,14.35,132647,Fully Paid,B,Home Improvement,60,3-5 years,13.42,2019-04-16
LN2385,17456,46156,19.07,79321,Fully Paid,D,Debt Consolidation,36,5-10 years,35.87,2019-04-17
LN2386,32367,21906,6.18,63202,Fully Paid,F,Home Improvement,36,3-5 years,5.71,2019-04-17
LN2387,11106,20572,6.03,154162,Fully Paid,C,Home Improvement,36,10+ years,23.38,2019-04-18
LN2388,38957,5136,11.27,79231,Fully Paid,G,Debt Consolidation,36,1-3 years,31.35,2019-04-19
LN2389,3472,17727,22.24,41552,Charged Off,C,Education,60,5-10 years,10.95,2019-04-19
LN2390,7704,33167,26.3,184813,Fully Paid,A,Vacation,60,10+ years,33.76,2019-04-20
LN2391,4713,46421,18.98,41661,Fully Paid,F,Debt Consolidation,60,< 1 year,30.79,2019-04-21
LN2392,6051,16479,18.3,192097,Fully Paid,B,Debt Consolidation,60,3-5 years,19.44,2019-04-21
LN2393,11756,32376,15.06,157164,Fully Paid,A,Medical,60,5-10 years,4.75,2019-04-22
LN2394,3475,5823,9.04,186746,Current,D,Home Improvement,60,1-3 years,38.8,2019-04-22
LN2395,37378,5920,7.96,151642,Charged Off,D,Education,36,< 1 year,24.97,2019-04-23
LN2396,5255,20585,24.02,163156,Fully Paid,E,Medical,60,3-5 years,20.68,2019-04-24
LN2397,15484,39239,28.19,85843,Charged Off,A,Education,60,5-10 years,35.42,2019-04-24
LN2398,35503,18272,16.46,89278,Fully Paid,F,Home Improvement,60,10+ years,16.85,2019-04-25
LN2399,9258,27619,21.49,114328,Current,A,Home Improvement,60,3-5 years,22.55,2019-04-26
LN2400,41747,10533,27.86,151837,Fully Paid,A,Home Improvement,60,5-10 years,34.34,2019-04-26
LN2401,36196,40895,7.25,146355,Fully Paid,A,Vacation,36,3-5 years,15.72,2019-04-27
LN2402,46113,4720,24.26,44198,Fully Paid,C,Education,36,5-10 years,30.9,2019-04-28
LN2403,41194,20267,20.42,81201,Charged Off,E,Education,36,10+ years,10.25,2019-04-28
LN2404,9533,16696,19.97,93271,Fully Paid,G,Medical,36,3-5 years,28.09,2019-04-29
LN2405,33581,30968,12.31,198271,Charged Off,B,Debt Consolidation,36,5-10 years,20.42,2019-04-30
LN2406,6249,24345,22.1,162449,Fully Paid,B,Home Improvement,60,< 1 year,6.6,2019-04-30
LN2407,20201,26693,24.87,131578,Current,B,Home Improvement,36,1-3 years,5.44,2019-05-01
LN2408,10686,20385,7.82,159108,Fully Paid,C,Medical,36,5-10 years,18.31,2019-05-02
LN2409,47877,19122,18.34,60364,Current,E,Education,60,5-10 years,28.43,2019-05-02
LN2410,33007,2364,7.53,135227,Fully Paid,F,Vacation,36,5-10 years,24.13,2019-05-03
LN2411,1661,3708,26.81,120353,Fully Paid,E,Education,36,3-5 years,34.19,2019-05-04
LN2412,45843,13982,17.69,188515,Current,C,Vacation,60,1-3 years,15.59,2019-05-04
LN2413,31137,18308,25.2,152735,Current,F,Vacation,60,3-5 years,33.75,2019-05-05
LN2414,48556,33919,14.2,190316,Charged Off,A,Education,60,5-10 years,1.48,2019-05-06
LN2415,43828,26161,8.13,97564,Fully Paid,D,Home Improvement,36,5-10 years,14.63,2019-05-06
LN2416,49604,36089,6.04,166149,Fully Paid,A,Vacation,36,1-3 years,2.92,2019-05-07
LN2417,11526,14865,12.04,125447,Fully Paid,B,Medical,36,< 1 year,36.77,2019-05-08
LN2418,4374,1495,11.11,39631,Fully Paid,A,Medical,60,3-5 years,19.01,2019-05-08
LN2419,26592,45755,19.01,53500,Fully Paid,C,Vacation,36,< 1 year,12.65,2019-05-09
LN2420,29982,3148,5.54,170969,Fully Paid,B,Home Improvement,36,5-10 years,19.7,2019-05-10
LN2421,1207,34324,18.01,78915,Charged Off,D,Vacation,36,5-10 years,21.31,2019-05-10
LN2422,36433,14393,14.79,188449,Charged Off,F,Medical,36,10+ years,33.85,2019-05-11
LN2423,24197,2552,19.43,122760,Fully Paid,F,Medical,60,10+ years,21.7,2019-05-12
LN2424,34400,36853,22.56,46897,Fully Paid,B,Education,60,< 1 year,17.26,2019-05-12
LN2425,4083,33924,20.85,198352,Fully Paid,G,Home Improvement,60,10+ years,38.45,2019-05-13
LN2426,30328,9926,29.62,121639,Charged Off,G,Education,60,1-3 years,38.74,2019-05-14
LN2427,47479,31851,8.46,133849,Fully Paid,A,Debt Consolidation,36,< 1 year,1.54,2019-05-14
LN2428,43891,24889,15.74,131118,Charged Off,G,Vacation,60,10+ years,28.27,2019-05-15
LN2429,21103,40930,15.62,77320,Fully Paid,E,Education,36,10+ years,14.87,2019-05-16
LN2430,40891,9055,15.43,88289,Fully Paid,E,Home Improvement,60,1-3 years,27.01,2019-05-16
LN2431,11754,5654,21.59,51941,Charged Off,F,Vacation,60,1-3 years,25.48,2019-05-17
LN2432,35447,23634,17.25,165306,Charged Off,E,Vacation,36,< 1 year,13.2,2019-05-17
LN2433,16901,33363,17.94,95172,Fully Paid,B,Vacation,36,3-5 years,39.47,2019-05-18
LN2434,34004,12468,15.81,23376,Fully Paid,E,Vacation,60,1-3 years,14.28,2019-05-19
LN2435,8446,33922,29.79,50783,Current,C,Vacation,36,10+ years,25.28,2019-05-19
LN2436,38211,41718,28.19,192321,Fully Paid,F,Home Improvement,60,< 1 year,32.54,2019-05-20
LN2437,49231,49091,12.69,63025,Charged Off,D,Debt Consolidation,36,3-5 years,5.82,2019-05-21
LN2438,30301,18380,7.79,36447,Charged Off,E,Medical,60,< 1 year,12.02,2019-05-21
LN2439,27116,27870,25.99,36713,Charged Off,C,Debt Consolidation,60,10+ years,7.96,2019-05-22
LN2440,42323,38394,29.93,148869,Fully Paid,C,Medical,60,3-5 years,31.27,2019-05-23
LN2441,19752,15259,12.32,24858,Fully Paid,B,Education,60,3-5 years,32.05,2019-05-23
LN2442,33376,15873,13.94,79834,Current,F,Vacation,36,1-3 years,10.24,2019-05-24
LN2443,17669,14016,28.54,102060,Fully Paid,B,Education,36,5-10 years,0.17,2019-05-25
LN2444,33916,43137,22.78,155611,Fully Paid,D,Education,60,10+ years,16.93,2019-05-25
LN2445,14395,1153,12.39,169929,Charged Off,D,Medical,60,5-10 years,27.49,2019-05-26
LN2446,21421,8853,19.53,123898,Fully Paid,A,Home Improvement,60,10+ years,24.9,2019-05-27
LN2447,27342,13379,28.61,122207,Charged Off,D,Vacation,36,< 1 year,17.83,2019-05-27
LN2448,5895,16792,25.3,156436,Charged Off,F,Education,60,5-10 years,12.08,2019-05-28
LN2449,12023,39367,23.55,106366,Charged Off,G,Debt Consolidation,36,3-5 years,18.98,2019-05-29
LN2450,11699,19100,23.42,172150,Charged Off,G,Vacation,36,1-3 years,0.6,2019-05-29
LN2451,10715,48553,9.45,188646,Fully Paid,F,Home Improvement,60,10+ years,2.95,2019-05-30
LN2452,20169,12049,25.62,20869,Fully Paid,B,Vacation,36,1-3 years,6.51,2019-05-31
LN2453,17163,1786,11.9,82624,Charged Off,C,Education,60,10+ years,25.02,2019-05-31
LN2454,6782,5368,28.26,191147,Fully Paid,A,Debt Consolidation,60,3-5 years,8.75,2019-06-01
LN2455,23641,31699,14.12,113676,Current,G,Education,36,3-5 years,16.94,2019-06-02
LN2456,19792,48691,26.44,23659,Charged Off,G,Home Improvement,36,3-5 years,24.86,2019-06-02
LN2457,36585,38040,11.66,187442,Fully Paid,D,Medical,60,3-5 years,33.22,2019-06-03
LN2458,31682,28454,17.86,126888,Charged Off,C,Debt Consolidation,36,3-5 years,21.99,2019-06-04
LN2459,48864,39762,7.67,78185,Fully Paid,B,Home Improvement,36,1-3 years,7.09,2019-06-04
LN2460,19880,24600,21.5,137136,Fully Paid,E,Home Improvement,36,< 1 year,38.07,2019-06-05
LN2461,39067,30238,25.9,194823,Charged Off,A,Education,60,5-10 years,3.6,2019-06-06
LN2462,43685,26241,22.96,82758,Charged Off,F,Education,60,1-3 years,14.68,2019-06-06
LN2463,19073,20810,18.08,156203,Fully Paid,C,Education,36,5-10 years,36.85,2019-06-07
LN2464,37035,21167,6.13,152430,Fully Paid,B,Medical,60,< 1 year,24.09,2019-06-08
LN2465,38174,22811,28.34,111150,Fully Paid,B,Vacation,60,10+ years,26.51,2019-06-08
LN2466,25837,40779,22.64,167318,Fully Paid,A,Vacation,36,< 1 year,12.07,2019-06-09
LN2467,18826,21085,23.65,37216,Fully Paid,A,Education,36,< 1 year,3.14,2019-06-09
