LoanID,UserID,LoanScheme,LoanAmount,InterestRate,TenureYears
5788,2853,Home Loan,1712871,6.63,30
5789,2854,Car Loan,1244813,10.73,20
5790,2855,Business Loan,1522548,11.55,13
5791,2856,Education Loan,133377,6.34,13
5792,2856,Personal Loan,600033,14.19,29
5793,2856,Car Loan,1786507,13.39,19
5794,2857,Home Loan,438207,5.67,27
5795,2857,Car Loan,1406890,5.39,23
5796,2858,Personal Loan,154652,12.37,3
5797,2858,Business Loan,510547,7.46,25
5798,2858,Home Loan,1179826,11.19,5
5799,2859,Education Loan,246390,5.87,19
5800,2859,Home Loan,851786,13.52,23
5801,2860,Personal Loan,1159134,6.44,16
5802,2860,Personal Loan,721866,9.0,13
5803,2861,Education Loan,1792635,13.41,16
5804,2861,Education Loan,1875168,6.3,10
5805,2861,Home Loan,1536275,10.26,12
5806,2862,Business Loan,732758,7.28,6
5807,2863,Education Loan,239019,9.45,14
5808,2863,Home Loan,1848076,7.23,4
5809,2864,Education Loan,290472,5.12,30
5810,2865,Car Loan,1544328,5.93,14
5811,2865,Car Loan,337764,14.39,23
5812,2866,Car Loan,628859,14.0,10
5813,2866,Personal Loan,1969718,12.49,15
5814,2867,Education Loan,1430958,13.95,17
5815,2867,Car Loan,1049521,14.51,29
5816,2868,Home Loan,1706832,7.51,10
5817,2868,Home Loan,1357942,14.75,27
5818,2869,Personal Loan,1042752,8.28,11
5819,2869,Personal Loan,1122896,10.5,1
5820,2870,Business Loan,1340788,10.65,6
5821,2870,Car Loan,1512413,6.83,29
5822,2871,Business Loan,509680,9.45,9
5823,2871,Car Loan,213094,12.69,6
5824,2872,Car Loan,948421,12.81,26
5825,2872,Home Loan,1100637,13.24,19
5826,2873,Business Loan,1645629,14.97,6
5827,2873,Car Loan,1883218,7.93,18
5828,2874,Home Loan,843772,13.42,5
5829,2874,Education Loan,1223171,10.68,9
5830,2874,Education Loan,412716,6.98,14
5831,2875,Car Loan,182580,11.53,1
5832,2875,Business Loan,760732,7.27,28
5833,2875,Car Loan,1362442,13.86,16
5834,2876,Home Loan,241617,8.91,9
5835,2876,Home Loan,723787,12.8,20
5836,2877,Business Loan,1687901,7.2,18
5837,2878,Education Loan,154670,8.05,28
5838,2878,Education Loan,1595683,5.94,8
5839,2879,Business Loan,599294,7.76,15
5840,2879,Personal Loan,880848,12.28,3
5841,2879,Business Loan,1627984,9.51,21
5842,2880,Car Loan,1929252,9.14,15
5843,2880,Home Loan,1474881,13.77,25
5844,2881,Business Loan,1989060,13.09,26
5845,2881,Personal Loan,821212,11.59,29
5846,2882,Business Loan,831749,13.16,24
5847,2883,Personal Loan,175431,6.49,16
5848,2883,Home Loan,1259772,13.43,1
5849,2883,Business Loan,696060,8.35,23
5850,2884,Business Loan,857526,5.2,8
5851,2884,Car Loan,913811,12.53,14
5852,2884,Personal Loan,757706,13.99,8
5853,2885,Education Loan,609958,14.15,19
5854,2886,Home Loan,106727,8.96,21
5855,2887,Home Loan,96668,13.17,16
5856,2887,Personal Loan,1199225,14.33,6
5857,2887,Home Loan,932124,9.1,28
5858,2888,Car Loan,1677602,5.81,1
5859,2888,Business Loan,998168,10.08,17
5860,2888,Education Loan,740166,7.18,25
5861,2889,Business Loan,1745207,13.26,13
5862,2889,Education Loan,1625862,7.05,14
5863,2889,Home Loan,688960,11.8,6
5864,2890,Business Loan,1871288,13.48,25
5865,2890,Education Loan,888451,5.24,28
5866,2890,Car Loan,1725246,14.94,11
5867,2891,Car Loan,1247477,6.38,27
5868,2891,Personal Loan,1506407,9.55,9
5869,2891,Business Loan,936230,12.65,25
5870,2892,Education Loan,1481922,12.23,1
5871,2892,Education Loan,869470,7.06,27
5872,2892,Personal Loan,1649155,5.7,25
5873,2893,Personal Loan,1045238,6.92,26
5874,2893,Business Loan,1269188,6.77,27
5875,2893,Business Loan,1810151,11.16,22
5876,2894,Home Loan,1078732,6.2,5
5877,2894,Education Loan,1523098,8.23,29
5878,2894,Home Loan,1670291,13.04,15
5879,2895,Personal Loan,1169655,9.23,27
5880,2895,Car Loan,1330827,7.62,13
5881,2896,Home Loan,113348,7.06,23
5882,2896,Business Loan,1173155,11.87,22
5883,2897,Home Loan,735422,8.02,21
5884,2898,Personal Loan,286883,7.82,25
5885,2898,Business Loan,1330302,14.78,15
5886,2898,Personal Loan,847717,10.99,3
5887,2899,Business Loan,971046,6.9,12
5888,2899,Car Loan,1323512,10.31,9
5889,2900,Business Loan,1607133,12.76,22
5890,2900,Home Loan,1752306,5.54,5
5891,2900,Personal Loan,1027080,12.25,4
5892,2901,Business Loan,1853618,14.27,13
5893,2901,Education Loan,1394050,7.71,8
5894,2902,Car Loan,1901844,11.45,19
5895,2903,Education Loan,1414179,13.51,29
5896,2904,Home Loan,1940063,13.5,17
5897,2904,Personal Loan,739056,5.01,15
5898,2904,Personal Loan,289993,9.76,30
5899,2905,Education Loan,1372906,7.98,15
5900,2906,Personal Loan,1126211,11.29,2
5901,2907,Personal Loan,1002655,6.59,5
5902,2907,Business Loan,397297,11.01,14
5903,2907,Business Loan,414596,11.51,25
5904,2908,Business Loan,734193,12.52,1
5905,2908,Personal Loan,1009747,6.47,17
5906,2909,Car Loan,1234779,6.84,21
5907,2909,Education Loan,1374028,7.76,3
5908,2909,Education Loan,1182120,5.02,30
5909,2910,Personal Loan,1558339,11.0,29
5910,2910,Education Loan,1850571,6.1,26
5911,2910,Education Loan,901746,8.92,1
5912,2911,Business Loan,329904,13.41,8
5913,2912,Education Loan,169157,11.36,26
5914,2913,Home Loan,1460372,14.01,9
5915,2913,Car Loan,614812,7.18,26
5916,2914,Home Loan,1396214,7.53,17
5917,2914,Education Loan,1937416,5.06,6
5918,2915,Car Loan,1749755,11.62,22
5919,2915,Home Loan,675489,6.62,29
5920,2915,Car Loan,500782,9.08,1
5921,2916,Home Loan,517306,9.59,8
5922,2917,Business Loan,1957302,7.66,15
5923,2918,Personal Loan,574131,11.1,21
5924,2918,Education Loan,51613,6.32,25
5925,2918,Car Loan,558104,8.75,5
5926,2919,Personal Loan,788051,8.55,23
5927,2919,Education Loan,586539,10.01,3
5928,2920,Education Loan,1706273,8.67,9
5929,2920,Personal Loan,559758,13.74,27
5930,2920,Car Loan,1812446,13.77,17
5931,2921,Personal Loan,788780,13.74,19
5932,2922,Home Loan,1135843,8.69,23
5933,2922,Education Loan,912168,6.52,7
5934,2923,Education Loan,130615,8.81,26
5935,2924,Business Loan,1159266,9.08,19
5936,2924,Personal Loan,321261,8.73,10
5937,2924,Business Loan,1762527,9.85,30
5938,2925,Home Loan,1619707,5.5,9
5939,2926,Business Loan,861496,6.85,14
5940,2926,Business Loan,1349988,6.29,13
5941,2926,Education Loan,884991,5.73,15
5942,2927,Education Loan,421029,6.89,12
5943,2927,Education Loan,1329834,14.85,30
5944,2927,Business Loan,1428466,13.21,19
5945,2928,Business Loan,569985,7.15,25
5946,2928,Business Loan,1590995,9.77,13
5947,2928,Business Loan,1129546,9.64,16
5948,2929,Home Loan,830494,14.16,14
5949,2929,Personal Loan,681468,6.21,9
5950,2929,Business Loan,412108,5.49,28
5951,2930,Home Loan,250583,8.27,20
5952,2930,Business Loan,1614550,6.9,25
5953,2930,Business Loan,227498,6.55,5
5954,2931,Personal Loan,59267,13.97,10
5955,2932,Education Loan,886545,6.47,20
5956,2933,Personal Loan,1711803,8.05,21
5957,2933,Home Loan,1838675,5.34,10
5958,2933,Business Loan,198304,7.18,4
5959,2934,Business Loan,1751896,10.75,11
5960,2935,Business Loan,1035823,6.32,19
5961,2935,Business Loan,1182768,9.35,11
5962,2935,Education Loan,673111,6.6,26
5963,2936,Home Loan,672542,14.09,11
5964,2936,Business Loan,1537763,11.49,2
5965,2936,Business Loan,433047,7.34,27
5966,2937,Business Loan,1066026,14.93,14
5967,2938,Business Loan,597396,10.59,20
5968,2939,Business Loan,1784939,12.77,30
5969,2940,Car Loan,893680,10.34,29
5970,2940,Personal Loan,228625,9.74,12
5971,2940,Home Loan,1366901,14.35,15
5972,2941,Education Loan,260772,14.36,14
5973,2941,Business Loan,748782,14.78,5
5974,2942,Car Loan,1831686,13.47,10
5975,2942,Home Loan,1718080,14.39,16
5976,2942,Car Loan,302740,12.11,11
5977,2943,Home Loan,1061166,11.6,11
5978,2944,Personal Loan,158694,9.96,16
5979,2945,Home Loan,203667,9.96,12
5980,2945,Personal Loan,523444,9.19,25
5981,2945,Business Loan,1647600,11.63,2
5982,2946,Car Loan,1797611,11.22,27
5983,2946,Business Loan,1303300,12.22,19
5984,2946,Home Loan,1131367,9.84,7
5985,2947,Home Loan,675517,12.32,26
5986,2948,Car Loan,1825508,9.49,18
5987,2948,Business Loan,50179,12.8,16
5988,2949,Education Loan,1622428,14.59,14
5989,2950,Car Loan,187759,14.23,29
5990,2951,Education Loan,917253,8.21,25
5991,2951,Business Loan,199511,12.86,21
5992,2951,Personal Loan,1977111,11.88,28
5993,2952,Education Loan,1507681,7.39,22
5994,2953,Business Loan,777949,5.78,12
5995,2953,Education Loan,453881,14.72,2
5996,2953,Business Loan,1756962,5.73,26
5997,2954,Personal Loan,772077,8.46,24
5998,2954,Personal Loan,1578655,12.37,4
5999,2954,Car Loan,1927365,13.35,9
6000,2955,Business Loan,872923,11.69,8
6001,2955,Business Loan,1447553,6.17,13
6002,2955,Personal Loan,1406044,9.92,16
6003,2956,Car Loan,73714,10.88,29
6004,2957,Car Loan,718851,13.93,4
6005,2957,Business Loan,629425,14.85,25
6006,2957,Home Loan,1317113,14.23,23
6007,2958,Home Loan,220781,13.04,1
6008,2959,Business Loan,852410,8.94,6
6009,2960,Personal Loan,550270,10.14,30
6010,2960,Business Loan,1213254,8.99,9
6011,2960,Personal Loan,1434270,9.45,18
6012,2961,Education Loan,724645,6.57,23
6013,2962,Education Loan,642413,11.92,23
6014,2963,Home Loan,1564929,7.37,24
6015,2964,Home Loan,166378,14.33,20
6016,2965,Car Loan,1832588,5.21,30
6017,2965,Business Loan,1937442,5.53,25
6018,2966,Personal Loan,1110297,12.2,20
6019,2966,Business Loan,1062857,14.92,2
6020,2967,Personal Loan,1475012,12.16,20
6021,2968,Personal Loan,1184247,13.39,27
6022,2968,Car Loan,1865405,7.22,3
6023,2968,Home Loan,1477635,13.56,5
6024,2969,Personal Loan,251847,8.35,9
6025,2969,Business Loan,759892,10.61,11
6026,2970,Home Loan,441057,11.58,4
6027,2970,Business Loan,1426146,9.03,10
6028,2971,Home Loan,357736,5.18,8
6029,2971,Business Loan,1947888,9.7,1
6030,2971,Education Loan,1051195,14.52,12
6031,2972,Car Loan,1057152,12.26,26
6032,2972,Personal Loan,1860981,10.32,29
6033,2973,Home Loan,217621,9.44,3
6034,2974,Personal Loan,1775692,11.18,11
6035,2974,Home Loan,1259173,7.72,29
6036,2975,Education Loan,327391,13.73,6
6037,2975,Home Loan,735174,12.03,19
6038,2976,Car Loan,536726,14.76,5
6039,2977,Personal Loan,1601605,10.35,1
6040,2977,Home Loan,834272,9.86,18
6041,2978,Home Loan,1951801,8.88,13
6042,2979,Personal Loan,874958,7.37,13
6043,2979,Education Loan,550602,9.34,1
6044,2980,Home Loan,1582879,10.31,21
6045,2981,Education Loan,607804,13.37,20
6046,2981,Business Loan,1282639,6.21,28
6047,2981,Home Loan,1280276,5.44,4
6048,2982,Home Loan,1390278,5.29,12
6049,2983,Business Loan,600066,8.39,23
6050,2984,Car Loan,1242070,9.67,20
6051,2984,Car Loan,534998,13.57,19
6052,2985,Education Loan,137367,5.5,23
6053,2986,Personal Loan,329021,13.63,15
6054,2986,Car Loan,1973573,13.15,16
6055,2987,Car Loan,590623,13.11,21
6056,2987,Business Loan,337440,5.44,10
6057,2987,Business Loan,1318724,7.82,10
6058,2988,Business Loan,239924,6.24,1
6059,2989,Personal Loan,1556523,10.48,13
6060,2989,Car Loan,1369633,8.5,7
6061,2989,Car Loan,1908737,13.39,10
6062,2990,Education Loan,379043,13.67,20
6063,2990,Car Loan,363331,6.23,20
6064,2991,Car Loan,1516771,9.07,1
6065,2992,Personal Loan,1750496,9.2,5
6066,2992,Car Loan,1186154,9.23,15
6067,2993,Education Loan,1861294,11.4,25
6068,2993,Education Loan,1941206,14.22,1
6069,2994,Car Loan,1727253,14.94,12
6070,2995,Personal Loan,198910,8.74,7
6071,2995,Personal Loan,192295,9.41,22
6072,2996,Personal Loan,937431,9.97,4
6073,2996,Car Loan,937612,5.54,17
6074,2996,Education Loan,1249742,5.62,5
6075,2997,Car Loan,207398,7.09,19
6076,2997,Car Loan,695064,9.42,9
6077,2998,Education Loan,604097,12.32,12
6078,2998,Home Loan,253578,11.8,11
6079,2998,Education Loan,1273739,5.54,24
6080,2999,Business Loan,1592119,5.8,21
6081,3000,Business Loan,1164672,8.98,24
6082,3000,Car Loan,1827572,12.19,19
6083,3000,Home Loan,951115,8.3,29
6084,3001,Home Loan,458542,13.81,23
6085,3001,Business Loan,1087872,7.64,22
6086,3001,Business Loan,1014702,8.96,1
6087,3002,Education Loan,153129,12.72,8
6088,3002,Education Loan,1827472,9.74,24
6089,3002,Personal Loan,1186784,7.65,28
6090,3003,Personal Loan,1232084,6.86,1
6091,3003,Business Loan,804724,9.32,8
6092,3003,Home Loan,447732,13.5,5
6093,3004,Business Loan,1515076,9.79,26
6094,3004,Home Loan,491100,10.66,28
6095,3004,Education Loan,656277,7.59,6
6096,3005,Car Loan,553469,12.63,27
6097,3006,Education Loan,1344596,13.59,21
6098,3006,Home Loan,591667,6.65,16
6099,3007,Home Loan,519414,12.21,28
6100,3007,Car Loan,1416725,6.41,5
6101,3007,Home Loan,1488668,6.82,19
6102,3008,Personal Loan,186857,9.23,7
6103,3008,Home Loan,1646237,12.98,17
6104,3009,Home Loan,495472,14.62,16
6105,3009,Personal Loan,1318042,10.91,5
6106,3010,Education Loan,744994,13.2,28
6107,3011,Car Loan,1497126,8.42,29
6108,3011,Education Loan,170751,14.15,15
6109,3012,Business Loan,1496460,11.09,3
6110,3012,Home Loan,1205770,14.59,4
6111,3013,Education Loan,1703819,7.84,8
6112,3014,Home Loan,436515,12.73,14
6113,3014,Home Loan,1965981,6.28,15
6114,3014,Education Loan,1029080,7.18,3
6115,3015,Business Loan,1517678,14.6,13
6116,3015,Education Loan,1997372,7.99,16
6117,3015,Personal Loan,1990941,13.03,1
6118,3016,Car Loan,159806,7.38,26
6119,3016,Personal Loan,752667,11.14,6
6120,3016,Business Loan,1105755,12.96,5
6121,3017,Personal Loan,1576571,13.24,21
6122,3017,Education Loan,1709026,12.08,24
6123,3018,Education Loan,616752,5.19,21
6124,3019,Car Loan,1111871,6.67,15
6125,3019,Education Loan,338819,8.71,30
6126,3020,Home Loan,78926,13.43,8
6127,3020,Education Loan,450367,13.05,22
6128,3021,Education Loan,1901865,14.55,9
6129,3021,Education Loan,1578673,5.71,19
6130,3021,Education Loan,610496,8.15,16
6131,3022,Home Loan,269125,10.23,7
6132,3022,Business Loan,1515873,12.7,22
6133,3022,Education Loan,1619847,10.74,18
6134,3023,Business Loan,1705897,5.77,20
6135,3023,Business Loan,946006,5.34,24
6136,3024,Car Loan,79792,13.67,20
6137,3024,Home Loan,349730,13.24,25
6138,3025,Home Loan,317510,6.32,8
6139,3025,Business Loan,589513,13.93,4
6140,3026,Home Loan,1557015,10.48,23
6141,3027,Personal Loan,1435237,13.67,4
6142,3027,Car Loan,1341673,7.88,30
6143,3027,Car Loan,528105,7.51,1
6144,3028,Home Loan,1486666,9.5,24
6145,3029,Home Loan,1957609,6.93,19
6146,3030,Car Loan,1093768,8.0,27
6147,3030,Home Loan,765145,8.98,15
6148,3030,Business Loan,1509792,9.92,28
6149,3031,Business Loan,346419,14.09,5
6150,3031,Home Loan,994245,10.26,18
6151,3031,Education Loan,171233,8.3,18
6152,3032,Education Loan,1145041,5.49,23
6153,3033,Home Loan,1513618,12.23,19
6154,3033,Car Loan,890567,8.06,24
6155,3033,Business Loan,1307155,10.36,28
6156,3034,Personal Loan,1629235,11.79,17
6157,3034,Education Loan,1490111,9.44,9
6158,3035,Home Loan,1903031,11.78,8
6159,3035,Personal Loan,1845824,11.21,30
6160,3036,Home Loan,878315,13.04,2
6161,3037,Business Loan,1895613,6.41,3
6162,3038,Home Loan,65537,5.99,11
6163,3038,Car Loan,1939257,8.19,15
6164,3039,Education Loan,632553,8.31,22
6165,3039,Business Loan,885918,8.22,25
6166,3039,Car Loan,1913251,9.94,4
6167,3040,Education Loan,953774,7.75,1
6168,3040,Personal Loan,860370,10.24,11
6169,3041,Business Loan,1844818,6.33,22
6170,3041,Personal Loan,799550,5.71,13
6171,3042,Car Loan,273370,6.54,29
6172,3042,Car Loan,1856853,8.03,3
6173,3043,Business Loan,1040504,14.33,1
6174,3043,Home Loan,1731235,13.48,7
6175,3043,Home Loan,1159988,9.07,18
6176,3044,Business Loan,1676407,7.33,11
6177,3045,Personal Loan,999245,5.2,8
6178,3046,Personal Loan,1899471,11.22,26
6179,3047,Home Loan,1125198,11.43,2
6180,3048,Car Loan,1583693,5.49,20
6181,3049,Home Loan,113746,14.83,25
6182,3049,Car Loan,1615959,5.69,9
6183,3049,Business Loan,75409,10.84,14
6184,3050,Business Loan,1047469,10.96,28
6185,3051,Home Loan,1813074,7.73,5
6186,3051,Business Loan,613559,6.1,12
6187,3052,Car Loan,1154416,5.13,11
6188,3052,Personal Loan,1023159,7.05,25
6189,3052,Education Loan,1626622,11.91,10
6190,3053,Business Loan,725006,9.98,21
6191,3054,Car Loan,1469416,5.19,11
6192,3054,Business Loan,1787253,11.28,18
6193,3054,Personal Loan,344347,11.58,14
6194,3055,Business Loan,576332,7.7,21
6195,3056,Personal Loan,791918,14.11,20
6196,3057,Business Loan,637971,11.11,28
6197,3057,Personal Loan,1032817,6.91,10
6198,3058,Home Loan,252100,10.64,15
6199,3059,Education Loan,649162,10.33,15
6200,3059,Car Loan,1328554,8.65,4
6201,3060,Personal Loan,1126856,13.99,24
6202,3060,Car Loan,1956423,11.87,24
6203,3061,Personal Loan,1100380,10.22,24
6204,3062,Car Loan,1699845,11.41,28
6205,3062,Education Loan,1510312,10.14,9
6206,3062,Personal Loan,1246533,9.2,8
6207,3063,Home Loan,1919611,9.29,24
6208,3064,Business Loan,840089,12.16,25
6209,3064,Car Loan,397595,9.59,27
6210,3065,Business Loan,489955,5.99,15
6211,3065,Home Loan,1517574,5.02,13
6212,3066,Home Loan,1428255,14.67,30
6213,3066,Personal Loan,829155,5.92,26
6214,3066,Business Loan,1986348,13.94,25
6215,3067,Business Loan,1099944,6.5,25
6216,3067,Home Loan,1908819,8.81,12
6217,3068,Car Loan,918890,11.23,19
6218,3068,Personal Loan,931660,14.28,8
6219,3068,Home Loan,1015042,12.25,8
6220,3069,Personal Loan,994368,11.25,19
6221,3069,Personal Loan,367727,13.84,8
6222,3070,Business Loan,168728,5.36,27
6223,3070,Education Loan,713451,13.24,28
6224,3070,Business Loan,1366355,11.38,2
6225,3071,Car Loan,1748524,9.66,15
6226,3071,Business Loan,727297,12.03,3
6227,3071,Education Loan,932312,9.96,11
6228,3072,Business Loan,212306,14.89,29
6229,3072,Business Loan,1184112,11.24,2
6230,3072,Education Loan,1620655,7.1,17
6231,3073,Business Loan,185899,8.2,20
6232,3073,Personal Loan,1219846,10.81,12
6233,3074,Education Loan,401583,9.05,18
6234,3074,Home Loan,1110168,7.64,17
6235,3074,Education Loan,911981,7.05,1
6236,3075,Education Loan,885911,5.79,8
6237,3076,Personal Loan,428340,6.15,21
6238,3076,Business Loan,108421,11.32,11
6239,3077,Business Loan,1892335,13.07,4
6240,3078,Business Loan,1146799,11.44,28
6241,3078,Personal Loan,1121106,12.67,27
6242,3078,Personal Loan,1410749,13.28,1
6243,3079,Business Loan,126856,13.73,2
6244,3079,Education Loan,1279217,6.32,16
6245,3080,Business Loan,351944,8.88,20
6246,3080,Home Loan,519560,7.75,23
6247,3080,Business Loan,1439895,14.3,14
6248,3081,Business Loan,1941883,9.54,2
6249,3081,Home Loan,1547048,8.16,14
6250,3082,Education Loan,1121712,11.14,28
6251,3082,Business Loan,1691945,12.3,8
6252,3083,Car Loan,1498119,9.46,26
6253,3083,Education Loan,977484,7.36,4
6254,3084,Home Loan,260029,8.23,11
6255,3084,Personal Loan,1478885,13.44,11
6256,3084,Education Loan,1467924,14.05,12
6257,3085,Personal Loan,1150580,9.78,20
6258,3085,Home Loan,1133343,7.74,27
6259,3085,Car Loan,602405,5.45,12
6260,3086,Home Loan,269510,14.72,10
6261,3086,Personal Loan,697115,13.88,2
6262,3086,Personal Loan,1628196,6.52,8
6263,3087,Personal Loan,466184,9.01,15
6264,3087,Personal Loan,730105,11.28,13
6265,3088,Personal Loan,1609556,5.37,21
6266,3088,Education Loan,1892015,13.73,20
6267,3088,Education Loan,1177694,5.53,29
6268,3089,Car Loan,1736732,12.78,9
6269,3090,Business Loan,662205,7.63,16
6270,3090,Business Loan,1749123,7.93,30
6271,3091,Education Loan,675293,13.14,3
6272,3091,Education Loan,507030,14.38,20
6273,3092,Home Loan,1640443,9.99,22
6274,3092,Home Loan,1871594,6.19,19
6275,3093,Education Loan,1531466,14.17,20
6276,3093,Home Loan,1439460,9.39,4
6277,3094,Business Loan,1673244,12.43,23
6278,3094,Personal Loan,336691,10.65,3
6279,3095,Car Loan,1983084,12.05,10
6280,3095,Home Loan,1773115,7.27,6
6281,3095,Car Loan,239729,8.76,24
6282,3096,Business Loan,777626,11.27,9
6283,3097,Business Loan,957774,12.97,1
6284,3098,Car Loan,661607,12.95,28
6285,3099,Car Loan,865322,6.77,4
6286,3099,Car Loan,1608205,11.32,12
6287,3099,Business Loan,644407,11.5,30
6288,3100,Car Loan,1603410,14.32,30
6289,3100,Business Loan,290972,9.25,15
6290,3101,Personal Loan,388819,13.98,3
6291,3101,Business Loan,1443356,5.94,19
6292,3102,Car Loan,1919066,14.98,8
6293,3103,Education Loan,860767,11.99,2
6294,3103,Business Loan,585078,13.17,7
6295,3104,Education Loan,653563,5.26,5
6296,3104,Business Loan,1749458,12.19,5
6297,3105,Car Loan,1443427,11.37,8
6298,3105,Home Loan,1666171,14.34,26
6299,3106,Car Loan,1620979,5.3,24
6300,3106,Business Loan,856293,12.07,6
6301,3107,Home Loan,921610,8.77,15
6302,3107,Personal Loan,1307836,12.46,14
6303,3107,Education Loan,963325,14.53,1
6304,3108,Education Loan,1969461,7.41,6
6305,3108,Personal Loan,331914,12.93,27
6306,3109,Home Loan,613431,11.14,18
6307,3110,Home Loan,1570850,9.38,14
6308,3111,Education Loan,1073876,8.58,24
6309,3112,Education Loan,1862451,9.52,3
6310,3113,Car Loan,628977,13.14,4
6311,3114,Personal Loan,1343484,6.64,8
6312,3114,Car Loan,181422,9.58,28
6313,3115,Education Loan,1899021,8.07,28
6314,3115,Education Loan,1756150,5.53,18
6315,3116,Education Loan,1626236,6.28,7
6316,3117,Business Loan,1690591,12.5,24
6317,3117,Education Loan,1924073,11.12,11
6318,3117,Car Loan,1271901,12.58,21
6319,3118,Education Loan,837751,13.51,9
6320,3118,Personal Loan,676273,11.08,1
6321,3119,Car Loan,55201,14.73,24
6322,3119,Car Loan,769899,5.64,24
6323,3119,Home Loan,1794292,14.37,9
6324,3120,Car Loan,1885018,10.49,16
6325,3120,Home Loan,428678,10.33,18
6326,3120,Home Loan,1250961,5.01,16
6327,3121,Personal Loan,579931,14.25,9
6328,3122,Personal Loan,833897,11.87,10
6329,3122,Business Loan,1789500,6.98,12
6330,3122,Personal Loan,290033,7.61,26
6331,3123,Business Loan,1134350,9.67,27
6332,3123,Car Loan,498069,5.64,28
6333,3124,Car Loan,79284,10.83,10
6334,3125,Education Loan,1414473,9.35,4
6335,3125,Business Loan,457516,5.52,17
6336,3126,Personal Loan,175356,6.0,23
6337,3126,Business Loan,1057520,14.65,3
6338,3126,Car Loan,482286,10.82,11
6339,3127,Car Loan,529912,9.33,18
6340,3128,Personal Loan,1728115,5.15,26
6341,3129,Business Loan,1006526,5.97,20
6342,3130,Business Loan,721263,9.23,5
6343,3130,Car Loan,1645903,9.54,2
6344,3131,Business Loan,1416709,13.38,5
6345,3131,Education Loan,1773792,10.78,7
6346,3131,Home Loan,1988812,13.09,3
6347,3132,Home Loan,1532117,12.43,1
6348,3132,Education Loan,119710,5.53,7
6349,3133,Business Loan,955418,13.74,21
6350,3134,Personal Loan,1466165,8.26,27
6351,3134,Home Loan,402740,7.88,4
6352,3135,Home Loan,107270,9.04,16
6353,3135,Personal Loan,266209,8.15,9
6354,3136,Business Loan,1237805,6.42,4
6355,3136,Education Loan,940062,13.93,7
6356,3136,Business Loan,344963,6.29,28
6357,3137,Personal Loan,116075,14.91,8
6358,3137,Business Loan,323660,6.84,6
6359,3138,Education Loan,343261,11.55,4
6360,3138,Business Loan,1638610,5.46,3
6361,3139,Car Loan,1170267,8.07,8
6362,3140,Home Loan,527783,11.42,12
6363,3141,Education Loan,294829,12.97,6
6364,3141,Home Loan,1587081,10.98,11
6365,3141,Education Loan,1474542,7.83,5
6366,3142,Home Loan,1099828,9.0,25
6367,3142,Car Loan,1328029,9.43,26
6368,3143,Car Loan,1274002,10.12,14
6369,3144,Home Loan,1613265,5.55,26
6370,3144,Business Loan,797863,7.48,25
6371,3145,Education Loan,1360934,14.05,27
6372,3145,Home Loan,630340,11.62,18
6373,3145,Car Loan,421923,11.22,27
6374,3146,Education Loan,1800784,12.74,11
6375,3146,Home Loan,854568,14.82,13
6376,3147,Business Loan,1826419,5.66,16
6377,3147,Education Loan,380733,8.7,8
6378,3148,Personal Loan,1349371,14.16,14
6379,3148,Car Loan,270675,7.67,26
6380,3148,Car Loan,509644,7.49,28
6381,3149,Car Loan,383979,7.89,15
6382,3149,Car Loan,1987357,12.65,14
6383,3149,Car Loan,1448639,7.33,7
6384,3150,Education Loan,316929,12.62,29
6385,3150,Business Loan,1206462,13.88,24
6386,3150,Home Loan,373162,7.9,29
6387,3151,Education Loan,1987304,10.92,10
6388,3151,Personal Loan,760420,9.75,6
6389,3152,Education Loan,462123,12.45,18
6390,3152,Home Loan,729438,7.71,22
6391,3153,Business Loan,738963,10.0,14
6392,3153,Home Loan,1452482,10.78,14
6393,3154,Business Loan,358522,7.96,16
6394,3154,Business Loan,1389902,7.36,20
6395,3155,Personal Loan,920906,5.96,28
6396,3155,Home Loan,1463083,14.46,3
6397,3155,Personal Loan,875546,13.97,17
6398,3156,Education Loan,235355,5.29,1
6399,3157,Education Loan,324304,8.8,16
6400,3158,Personal Loan,250107,7.74,20
6401,3159,Business Loan,1945481,12.12,18
6402,3159,Home Loan,860753,12.32,19
6403,3160,Home Loan,306871,14.79,13
6404,3161,Car Loan,1692064,12.73,13
6405,3161,Home Loan,728040,11.42,27
6406,3161,Home Loan,1620064,10.78,27
6407,3162,Education Loan,1816741,12.03,12
6408,3163,Home Loan,1303777,6.09,5
6409,3164,Business Loan,1372483,13.99,1
6410,3164,Home Loan,879238,13.21,9
6411,3164,Business Loan,1825198,11.65,22
6412,3165,Education Loan,1523282,14.11,23
6413,3166,Education Loan,235453,11.2,15
6414,3166,Personal Loan,913384,11.82,18
6415,3166,Home Loan,508124,8.29,20
6416,3167,Personal Loan,867112,6.07,12
6417,3168,Personal Loan,891696,12.76,8
6418,3169,Car Loan,1583818,10.85,25
6419,3169,Personal Loan,458289,7.26,9
6420,3169,Car Loan,501819,9.76,22
6421,3170,Home Loan,1487914,7.74,26
6422,3170,Personal Loan,640236,5.46,19
6423,3171,Car Loan,235830,12.28,3
6424,3171,Education Loan,1085204,11.0,2
6425,3171,Personal Loan,576480,14.09,3
6426,3172,Personal Loan,643338,10.78,23
6427,3172,Business Loan,1440237,11.58,25
6428,3173,Car Loan,1426061,13.99,6
6429,3174,Business Loan,1228224,13.31,14
6430,3175,Education Loan,1970946,10.44,2
